language_no	predicate_no	verb	X	Y	locus	valency_pattern	sentence	glosses_en	back_translation_en	comms	glosses_ru	back_translation_ru	verb_original_orthography	sentence_original_orthography
124	106	b-aˤq-iz/b-irq-iz	ERG/LOC(LAT)	DAT	Y	ERG/LOC(LAT)_DAT	uršːi-le q'ʷaˤl-li-z b-aˤq-ib	boy-ERG/LOC(LAT) cow-OBL-DAT N-hit.PFV-PRET(3)	‘The boy hit the cow.’			‘Мальчик ударил корову.’		
124	107	č'op b-ičː-iz	ERG/LOC(LAT)	SUPER(LAT)	Y	ERG/LOC(LAT)_SUPER(LAT)	uršːi nešli-jaˤ č'op' ik-un	boy-ERG/LOC(LAT) mother-SUPER(LAT) kiss (M)say.PFV-PRET(3)	‘The boy kissed his mother.’			‘Мальчик поцеловал маму.’		
124	108	b-elž-iz/luž-iz	ERG/LOC(LAT)	NOM	TR	TR	uršːi-le knižka b-elg-un	boy-ERG/LOC(LAT) book N-read.PFV-PRET(3)	‘The boy read the book.’			‘Мальчик прочитал книгу.’		
124	109	šiq' b-arq'-iz/b-irq'-iz	ERG/LOC(LAT)	NOM	TR	TR	uršːi-le t'ul šiq' b-arq'-ib	boy-ERG/LOC(LAT) toe ID.shift N-do.PFV-PRET(3)	‘The boy moved his toe.’			‘Мальчик пошевелил пальцем на ноге.’		
124	110	q'imat b-arq'-iz/b-irq'-iz	ERG/LOC(LAT)	GEN	Y	ERG/LOC(LAT)_GEN	uršːi-le juldaš-la q'imat b-irq'-u	boy-ERG/LOC(LAT) friend-GEN respect N-do.IPFV-3HAB.PRS	‘The boy respects his neighbor.’	The NP in the genitive displays some properties of a clause-level dependent.		‘Мальчик уважает соседа.’		
124	111	*	*	*	*		*	*	*	No satisfactory translation has been obtained.		‘Мальчик брезгует грязной посудой.’		
124	112	raˤzi-le b-iχ-iz/b-irχ-iz	NOM	SUPER.ESS	Y	NOM_SUPER.ESS	tːutːeš sune-la uršːi-jaˤ-w razi-le=saj	father REFL.OBL-GEN boy-SUPER-M.ESS happy-ADV=COP:M(3)	‘The father is satisfied with his son.’	Non-verbal predicate.		‘Папа доволен своим сыном.’		
124	113	*	*	*	*		*	*	*	No satisfactory translation has been obtained.		*		
124	114	irχ k-až-iz/k-arž-iz	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)	tːutːeš sune-la uršːi-jaˤ irχ k-arg-u	father REFL.OBL-GEN boy-SUPER(LAT) belief down-put.IPFV-3HAB.PRS	‘The father trusts his son.’			‘Папа доверяет сыну.’		
124	115	jazuq b-icː-iz/b-ilcː-iz	DAT	NOM	X	DAT_NOM	uršːi-z juldaš jazuq ilc-unne=saj	boy-DAT friend poor (M)appear.PFV-PROG.CNV=COP:M(3)	‘The boy sympathises with his friend.’			‘Мальчик жалеет своего друга.’		
124	116	ħaˤl b-ič'-iz	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)	uršːi juldaš-li-jaˤ ħaˤl ik'-ule=saj	boy friend-OBL-SUPER(LAT) wish (M)say-PROG.CNV=COP:M(3)	‘The boy envies his neighbor.’			‘Мальчик завидует другу.’		
124	117	sim ha-b-uč'-iz/ha-b-urč'-iz	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)	uršːi juldaš-li-jaˤ sim ha-w-č'-ible=saj	boy friend-OBL-SUPER(LAT) angry UP-M-take.PFV-PRET.CNV=COP:M(3)	‘The boy is angry with his neighbor.’			‘Мальчик злится на друга.’		
124	118	tamaša b-iχ-iz/b-irχ-iz	NOM	DAT	Y	NOM_DAT	il podarok-li-z uršːi tamaša iχ-ub	this gift-OBL-DAT boy amazing (M)be.PFV-PRET(3)	‘The boy was surprised at this gift.’	Non-verbal predicate.		‘Мальчик удивился этому подарку.’		
124	119	b-ikː-aq-iz	DAT	NOM	X	DAT_NOM	uršːi-z čaj d-ikː-aq-u	boy-DAT tea NPL-like/want-CAUS-HAB.PRS3	‘The boy loves tea.’			‘Мальчик любит чай.’		
124	120	*	*	*	*		*	*	*	No satisfactory translation has been obtained.		*		
124	121	b-ičː-iz	DAT	NOM	X	DAT_NOM	uršːi-z čaj d-ikː-ule=sad	boy-DAT tea NPL-like/want-PROG.CNV=COP.NPL	‘The boy wants tea.’			‘Мальчик хочет чай.’		
124	122	ʡaˤsi b-ič'-iz	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)	uršːi juldaš-li-jaˤ ʡaˤsi ik'-ule=saj	boy friend-OBL-SUPER(LAT) disappointment (M)say-PROG.CNV=COP:M(3)	‘The boy holds a grudge against his friend.’			‘Мальчик сердится на друга.’		
124	123	sim ha-b-uč'-iz/ha-b-urč'-iz	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)	uršːi juldaš-li-jaˤ sim ha-w-č'-ib	boy friend-OBL-SUPER(LAT) angry UP-M-come-PRET(3)	‘The boy took offence at his friend.’			‘Мальчик обиделся на друга.’		
124	124	waˤl b-iχ-aq-iz	ERG/LOC(LAT)	DAT	Y	ERG/LOC(LAT)_DAT	uršːi-le juldaš-li-z waˤl b-iχ-aq-ub	boy-ERG/LOC(LAT) friend-OBL-DAT bad N-be.PFV-CAUS-PRET(3)	‘The boy greatly upset his friend.’			‘Мальчик очень огорчил друга.’		
124	125	tamaša b-iχ-iz/b-irχ-iz	*	*	*		uršːi šahar če-b-až-ible tamaša iχ-ub	boy city ON-see.PFV-PRET.CNV amazing (M)be.PFV-PRET(3)	‘The boy saw the city and was amazed.’	Not included in the database because Y is expressed as an NP within a dependent clause.		‘Мальчик поразился этому городу.’		
124	126	*	*	*	*		*	*	*	No satisfactory translation has been obtained.		*		
124	127	waˤʡaˤr b-iχ-iz/b-irχ-iz	GEN	bahandan	XY	GEN_bahandan	juldaš bahandan uršːi-la urč'i-li-z waˤʡaˤr b-iχ-ub	friend because boy-GEN heart-OBL-DAT bad N-be.PFV-PRET(3)	‘The boy got upset because of his friend.’	The NP in the genitive displays some properties of a clause-level dependent.		‘Мальчик огорчился от плохой новости.’		
124	128	*	*	*	*		*	*	*	No satisfactory translation has been obtained.		*		
124	129	*	*	*	*		*	*	*	No satisfactory translation has been obtained.		*		
124	130	uruc b-ič'-iz	NOM	ANTE.ESS	Y	NOM_ANTE.ESS	uršːi tːutːeš-li-sa-w uruc k'-ule=saj	boy father-OBL-ANTE-ESS.M shame (M)say.PFV-PROG.CNV=COP.M(3)	‘The boy is embarrased about his father.’			‘Мальчик стесняется своего папу.’		
109	1	icː-i	GEN	NOM	X	GEN_NOM	durħaˤ-la hanna bek' icː-ule=cabi	boy-GEN now head hurt.IPFV-CNV.PROG=COP:N(3)	‘The boy now has a headache.’	NP in the genitive is arguably a clause-level dependent.		‘У мальчика сейчас болит голова.’		
109	2	b-iχʷ-i / b-irχʷ-i	NOM	GEN	Y	NOM_GEN	durħaˤ šatːiq'a-la w-iχ-uble=caj	boy cold.PL.OBL-GEN M-be.PFV-CNV.PRET=COP:M(3)	‘The boy has the flu.’	Non-verbal predicate. NP in the genitive is arguably a clause-level dependent.		‘Мальчик заболел гриппом.’		
109	3	uruχ b-ik'ʷ-i	NOM	ANTE.ABL.DOWN	Y	NOM_ANTE.ABL.DOWN	durħaˤ χːʷe-sa-rka uruχ w-ik'-ule=caj	boy dog-ANTE-ABL.DOWN fear M-say-CNV.PROG=COP:M(3)	‘The boy is afraid of the dog.’			‘Мальчик боится собаки.’		
109	4	ix-i / irxʷ-i	ERG	NOM	TR	TR	durħaˤ-li qːarqːa ix-ub	boy-ERG stone throw.IPFV-PRET(3)	‘The boy threw a stone.’			‘Мальчик бросил камень’		
109	5	b-eʁ-i / b-irʁ-i	DAT	NOM	X	DAT_NOM	durħaˤ-j arc d-irʁ-ule=cadi	boy-DAT money NPL-be.enough.IPFV-CNV.PROG=COP:NPL(3)	‘The boy has enough money.’			‘Мальчику хватает денег’		
109	6	miši-le + COP	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)	durħaˤ tːati-ge miši-le=caj	boy father-SUPER(LAT) similar-ADV=COP:M(3)	‘The boy resembles his father.’	Non-verbal predicate.		‘Мальчик похож на папу.’		
109	7	b-iχ ag-i / arg-i	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)	tːatːi rurs:i-ge w-iχ ag-ur	father girl-SUPER(LAT) M-trust go.IPFV-PRET(3)	‘The father believes his daughter.’			‘Отец верит дочке.’		
109	8	k-asː-i / ka-jsː-i	ERG	NOM	TR	TR	durħaˤ-li žuz ka-sː-ib	boy-ERG book DOWN-take.PFV-PRET(3)	‘The boy took a book.’			‘Мальчик взял книгу’		
109	9	b-ag-i / b-ig-i	DAT	NOM	X	DAT_NOM	durħaˤ-j qali če-b-ag-ib	boy-DAT home ON-N-see.PFV-PRET(3)	‘The boy sees a house.’			‘Мальчик видит дом.’		
109	10	*	*	*	*		*	*	*	No satisfactory translation has been obtained.		*		
109	11	qːaršːi b-ič-i / b-irč-i	DAT	NOM	X	DAT_NOM	durħaˤ-j zumra qːarši r-ič-ib	boy-DAT neighbor opposite F-get.PFV-PRET(3)	‘The boy encountered his neighbor.’			‘Мальчик встретился с соседом’		
109	12	b-urkːe ha-b-uq-i / ha-b-ulq-i	NOM	LOC(LAT)	Y	NOM_LOC(LAT)	durħaˤ uškul-le urkːe ha-wq-un	boy school-LOC(LAT) (M)inside(LAT) up-(M)move.PFV-PRET(3)	‘The boy entered the school.’			‘Мальчик вошел в школу.’		
109	13	če-b-b-iχʷ-i / če-b-b-irχʷ-i	NOM	SUPER.ESS	Y	NOM_SUPER.ESS	durħaˤ zumra-ge-w če-w-w-iχ-ub	boy neighbor-SUPER-M.ESS ON-M-M-be.PFV-PRET(3)	‘The boy beat his neighbor.’			‘Мальчик выиграл у соседа.’		
109	14	tːura b-uq-i / ha-b-ulq-i	NOM	LOC.ABL.DOWN	Y	NOM_LOC.ABL.DOWN	durħaˤ uškul-le-rka tːura uqun	boy school-LOC-ABL.DOWN outside(LAT) (M)move.PFV-PRET(3)	‘The went out of the school.’			‘Мальчик вышел из школы.’		
109	15	b-uč-i / b-ič-i	ERG	NOM	TR	TR	durħaˤ-li ħaˤjwan-te duče k-ule=caj	boy-ERG domestic_animal-PL pasture.LOC(LAT) drive.IPFV-CNV.PROG=COP:M(3)	‘The boy is driving the cattle to the pasture.’			‘Мальчик гонит скот на пастбище’		
109	16	b-aˤž-i / b-aˤlž-i	ERG	NOM	TR	TR	durħaˤ-li k'aˤli b-aˤž-un	boy-ERG branch N-bend.PFV(CAUS)-PRET(3)	‘The boy bent the branch.’			‘Мальчик согнул ветку.’		
109	17	ag-i / ig-i	ERG	INTER(LAT)	Y	ERG_INTER(LAT)	durħaˤ-li zumra-cːe ag-ib	boy-ERG neighbor-INTER(LAT) say.PFV-PRET(3)	‘The boy told his neighbor.’			‘Мальчик сказал соседу’		
109	18	b-uc-i / b-urc-i	ERG	NOM	TR	TR	durħaˤ-li žuz nuqba-cːe-b b-uc-ible=caj	boy-ERG book hand.PL.OBL-INTER-N(ESS) N-keep.PFV-CNV.PRET=COP:M(3)	‘The boy is holding a book in his hands.’			‘Мальчик держит книгу в руках’		
109	19	hitːe ha-b-eʁ-i / ha-b-irʁ-i	NOM	POST	Y	NOM_POST	durħaˤ zumra-gitːe hitːe h-eʁ-ib	boy neighbor-POST POST(after) UP-(M)reach.PFV-PRET(3)	‘The boy caught up with his neighbor.’			‘Мальчик догнал соседа.’		
109	20	b-irc-i / icː-i	ERG	NOM	TR	TR	rursːi-li q'ʷaˤl b-ircː-ib	girl-ERG cow N-milk.PFV-PRET(3)	‘The girl milked the cow.’			‘Девочка подоила корову’		
109	21	ka-b-eʁ-i / ka-b-irʁ-i	NOM	LOC(LAT)	Y	NOM_LOC(LAT)	rursːi dum-le ke-r-eʁ-ib	girl edge-LOC(LAT) down-F-reach.PFV-PRET(3)	‘The girl reached the bank.’			‘Девочка достигла берега.’		
109	22	ha-k-ačː-i / ha-ka-ičː-i	ERG	INTER(LAT)	Y	ERG_INTER(LAT)	rursːi-li lac-li-cːe ha-ka-ačː-ib	girl-ERG wall-OBL-INTER(LAT) UP-DOWN-hit.PFV-PRET(3)	‘The girl touched the wall.’			‘Девочка дотронулась до стены.’		
109	23	b-iħ-i / b-irħ-i	NOM	COM	Y	NOM_COM	durħaˤ rursːi-cːala w-irħ-ule=caj	boy girl-COM M-fight.PFV-CNV.PROG=COP:M(3)	‘The boy is fighting with a girl.’			‘Мальчик дерется с девочкой.’		
109	24	juldaš b-iχʷ-i / b-irχʷ-i	NOM	COM	Y	NOM_COM	durħaˤ rursːi-cːala juldaš w-iχ-ub	boy girl-COM friend M-be.PFV-PRET(3)	‘The boy is friends with the girl.’	Non-verbal predicate.		‘Мальчик дружит с девочкой.’		
109	25	pikri b-ik'ʷ-i	NOM	SUPER.ABL.DOWN	Y	NOM_SUPER.ABL.DOWN	durħaˤ rursːi-ge-rka pikri w-ik'-ule=caj	boy girl-SUPER-ABL.DOWN thought M-say-CNV.PROG=COP:M(3)	‘The boy is thinking about the girl.’			‘Мальчик думает о девочке.’		
109	26	b-erkʷ-i / b-ukʷ-i	ERG	NOM	TR	TR	durħaˤ-li hinci b-erk-un	boy-ERG apple N-eat.PFV-PRET(3)	‘The boy ate an apple.’	Co-exists with an antipassive (NOM_INST) pattern.		‘Мальчик съел яблоко.’		
109	27	b-erc'-i / b-uc'-i	ERG	NOM	TR	TR	rursːi-li dig b-erc'-ib	girl-ERG meat N-roast.PFV-PRET(3)	‘The girl roasted the meat.’			‘Девочка пожарила мясо’		
109	28	er-le + COP	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)	rursːi durħaˤ-ge er-le=cari	girl boy-SUPER(LAT) look-ADV=COP:F(3)	‘The girl is waiting for the boy.’	Non-verbal predicate.		‘Девочка ждет мальчика.’		
109	29	qum k-art-i	DAT	NOM	X	DAT_NOM	rursːi-j ca=ra x:uni leb-ni qum k-art-ur	girl-DAT one-ADD road COP.EXST.N-MSD mind DOWN-put-PRET(3)	‘The girl forgot about the other road.’	The argument in the nominative is a nominalization (masdar).		‘Девочка забыла о другой дороге.’		
109	30	*	*	*	*		*	*	*	No satisfactory translation has been obtained.		*		
109	31	weh ag-i / ig-i	ERG	INTER(LAT)	Y	ERG_INTER(LAT)	durħaˤ-li zumra-cːe weh ag-ib	boy-ERG neighbor-INTER(LAT) call say.PFV-PRET(3)	‘The boy called his neighbor.’			‘Мальчик позвал соседа.’		
109	32	taˤniš b-iχʷ-i / b-irχʷ-i	NOM	COM	Y	NOM_COM	durħaˤ zumra-cːala taˤniš w-iχ-ub	boy neighbor-COM familiar M-be.IPFV-PRET	‘The boy got to know his neighbor a year ago.’	Non-verbal predicate.		‘Мальчик познакомился с соседом год тому назад.’		
109	33	b-aχ-i / b-alχ-i	DAT	NOM	X	DAT_NOM	durħaˤ-j zumra r-alχ-a	boy-DAT neighbor F-know.IPFV-3HAB.PRS	‘The boy knows his (female) neighbor.’			‘Мальчик знает соседку.’		
109	34	b-aˤq-i / b-uˤrq-i	ERG	NOM	TR	TR	durħaˤ-li tːam b-urq-ule=caj	boy-ERG drum N-hit.IPFV-CNV.PROG=COP:M(3)	‘The boy is playing the drum.’			‘Мальчик играет на барабане.’		
109	35	gu-rka-b-isː-i / gu-rka-b-ilsː-i	NOM	ANTE.ABL.DOWN	Y	NOM_ANTE.ABL.DOWN	durħaˤ zumra-sa-rka gu-rka-ls-unne=caj	boy neighbor-ANTE-ABL.DOWN SUB-ABL.DOWN-(M)lie.IPFV-CNV.PROG=COP:M(3)	‘The boy avoids his neighbor.’			‘Мальчик избегает соседа.’		
109	36	b-arq'-i / b-irq'-i	ERG	NOM	TR	TR	durħaˤ-li guta b-arq'-ib	boy-ERG chair N-do.PFV-PRET(3)	‘The boy made a chair.’			‘Мальчик сделал стул.’		
109	37	*	*	*	*		*	*	*	No satisfactory translation has been obtained.		*		
109	38	le-b; b-iχʷ-i / b-irχʷ-i	GEN	NOM	X	GEN_NOM	durħaˤ-la hanna qali le-b	boy-GEN now home COP.EXST-N	‘The boy now has a house.’	NP in the genitive is arguably a clause-level dependent. Existential predicate.		‘У мальчика теперь есть дом’		
109	39	hitːe b-aš-i	NOM	POST	Y	NOM_POST	durħaˤ umxːu-gitːe hitːe w-ax-ule=caj	boy key-POST POST(after) M-walk-CNV.PROG=COP:M(3)	‘The boy is looking for his key.’			‘Мальчик ищет ключ.’		
109	40	b-ač-i / b-ič-i	ERG	NOM	TR	TR	durħaˤ-li uncːa šir-li d-ač-ib	boy-ERG door color-ERG NPL-paint.PFV-PRET(3)	‘The boy painted the door.’			‘Мальчик покрасил дверь.’		
109	41	q'ac' b-ikː-i / b-ilkː-i	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)	χːʷe durħaˤ-ge q'ac' b-ikː-un	dog boy-SUPER(LAT) ID.bite N-bite.PFV.PRET(3)	‘A dog bit the boy.’			‘Собака укусила мальчика.’		
109	42	b-uq-i / b-ulq-i	NOM	INTER.ABL.DOWN	Y	NOM_INTER.ABL.DOWN	zumra qali-cːe-rka uq-un	neighbor home-INTER-ABL.DOWN (M)move.PFV-PRET(3)	‘The neighbor lost his house.’			‘Сосед лишился дома.’		
109	43	b-uc-i / b-urc-i	ERG	NOM	TR	TR	kːata-li waca b-urc-ule=cabi	cat-ERG mouse N-catch.IPFV-CNV.PROG=COP:N(3)	‘The cat is trying to catch the mouse.’			‘Кот ловит мышь.’		
109	44	b-aˤč-i / b-aˤlč-i	ERG	NOM	TR	TR	durħaˤ-li dirxːa b-aˤč-un	boy-ERG stick N-break.PFV(CAUS)-PRET(3)	‘The boy broke a stick.’			‘Мальчик сломал палку.’		
109	45	*	*	*	*		*	*	*	No satisfactory translation has been obtained.		*		
109	46	b-ičː-i	DAT	NOM	X	DAT_NOM	durħaˤ-j baba r-ikː-u	boy-DAT mother F-love-3HAB.PRS	‘The boy loves his mother.’			‘Мальчик любит маму.’		
109	47	hak' b-arq'-i / b-irq'-i	ERG	NOM	TR	TR	durħaˤ-li naˤq hak' b-arq'-ib	boy-ERG hand ID.swing N-do.PFV-PRET(3)	‘The boy is waving his hand.’			‘Мальчик машет рукой.’		
109	48	xul b-ik'ʷ-i	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)	durħaˤ mašin-ni-ge xul ik'-ule caj	boy car-OBL-SUPER(LAT) hope (M)say-CNV.PROG=COP:M(3)	‘The boy is dreaming of a new car.’			‘Мальчик мечтает о машине.’		
109	49	b-irc-i / ic-i	ERG	NOM	TR	TR	rursːi-li k'uču b-irc-ib	girl-ERG cup N-wash.PFV-PRET(3)	‘The girl washed the cup.’			‘Девочка вымыла чашку.’		
109	50	aχ-i / alχ-i	ERG	NOM	TR	TR	rursːi-li awa aχ-ur	girl-ERG dress wear.PFV-PRET(3)	‘The girl put on her dress.’			‘Девочка надела платье.’		
109	51	b-ik'ʷ-i	SUPER(LAT)	NOM(NO.AGR)	XY	SUPER(LAT)_NOM(NO.AGR)	ħaˤjgi-ge kalpatan b-ik'ʷ-ar	this.OBL-SUPER(LAT) pliers HPL-say-3HAB.PRS	‘This is called pliers.’	Transimpersonal construction, the verb indexed the (unnamed) human ‘sayers’.		‘Это называется плоскогубцы.’		
109	52	b-ebg-i / b-ubg-i	ERG	NOM	TR	TR	zumra-li durħaˤ w-ebg-ub	neighbor-ERG boy M-beat.PFV-PRET(3)	‘The neighbor punished his son.’			‘Сосед наказал своего сына.’		
109	53	če-b-ič-i / če-b-irč-i	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)	χʷe durħaˤ-ge če-b-ič-ib	dog boy-SUPER(LAT) ON-N-fall.PFV-PRET	‘A dog attacked the boy.’			‘Собака напала на мальчика.’		
109	54	b-ic'-i / b-irc'-i	NOM	ERG	Y	NOM_ERG	badra hin-ni b-ic'-ib	bucket water-ERG N-fill.PFV-PRET(3)	‘The bucket filled with water.’			‘Ведро наполнилось водой.’		
109	55	b-arčː-i / b-určː-i	ERG	NOM	TR	TR	durħaˤ-li umxːu b-arčː-ib	boy-ERG key N-find.PFV-PRET(3)	‘The boy found his key.’			‘Мальчик нашел ключ.’		
109	56	b-eʁ-i / b-irʁ-I + NEG	DAT	NOM	X	DAT_NOM	durħaˤ-j wec'al qːuruš ʡaˤ-b-eʁ-a-j	boy-DAT ten ruble NEG-N-be_enough.PFV-PRET.NEG-3	‘The boy is ten roubles short.’			‘Мальчику недостает десяти рублей.’		
109	57	če-b-ag-i ʡaˤ-b-ičː-i	DAT	NOM	X	DAT_NOM	durħaˤ-j zumra če-r-ag-i=ra ʡaˤ-r-ikː-u	boy-DAT neighbor ON-F-see.PFV-INF=ADD NEG-F-like-HAB.PRS3	‘The boy hates his neighbor.’			‘Мальчик ненавидит соседа.’		
109	58	b-ičː-i	DAT	NOM	X	DAT_NOM	durħaˤ-j mašin b-ikː-u	boy-DAT car N-like-HAB.PRS3	‘The boy likes the car.’			‘Пете нравится машина’		
109	59	ʡaˤni-le ca-b-i; ʡaˤni-le b-iχʷ-i / b-irχʷ-i	DAT	NOM	X	DAT_NOM	durħaˤ-j mašin ʡaˤni-le=cabi	boy-DAT car need-ADV=COP:N(3)	‘The boy needs a car.’	Non-verbal predicate.		‘Мальчику нужна машина.’		
109	60	alaw b-uc-i / b-urc-i	ERG	NOM	TR	TR	qali lucra-li alaw b-uc-ib	home wall.PL.OBL-ERG around N-catch.PFV-PRET(3)	‘Walls surround the house.’			‘Дом окружают стены.’		
109	61	k-alg-i / k-alug-i	GEN	NOM	X	GEN_NOM	durħaˤ-la hanna wec'al qːuruš k-alg-un	boy-GEN now ten money down-stay.PFV-PRET(3)	‘The boy has now ten roubles left.’	NP in the genitive is arguably a clause-level dependent.		‘У мальчика теперь осталось 10 рублей.’		
109	62	žabaw b-ičː-i / b-ulučː-i (to 3 pers.); žabaw čː-i / lučː-i (to 1 and 2 pers.)	ERG	INTER(LAT)	Y	ERG_INTER(LAT)	durħaˤ-li tatːi-cːe žabaw b-ičː-ib	boy-ERG father-INTER(LAT) answer N-give.PFV-PRET(3)	‘The boy answered his father.’			‘Мальчик ответил папе.’		
109	63	abšː-i / ibšː-i	ERG	NOM	TR	TR	durħaˤ-li taq'a abšː-ib	boy-ERG pot open.PFV-PRET(3)	‘The boy opened a can.’			‘Мальчик открыл банку.’		
109	64	b-ik'ar-le + COP	NOM	COMP	Y	NOM_COMP	dila mašin ela=lerka b-ik'ar-le=cabi	1.GEN car 2.GEN=COMP N-different-ADV=COP:N	‘My car is different from yours.’	Non-verbal predicate.		‘Моя машина отличается от твоей.’		
109	65	hela ka-b-ič-i / ka-b-irč-i	NOM	GEN	Y	NOM_GEN	durħaˤ rus:i-la hela ka-jč-ib	boy girl-GEN behind down-fall.PFV-PRET(3)	‘The boy fell behind the girl.’	NP in the genitive is arguably a clause-level dependent.		‘Мальчик отстал от девочки.’		
109	66	b-ac-i / b-alc-i	ERG	NOM	TR	TR	zumra-li qu b-ac-un	neighbor-ERG field N-plough.PFV-PRET(3)	‘The boy ploughed the field.’			‘Сосед вспахал поле.’		
109	67	kːʷaˤʡ + COP	*	*	*		nuqba-cːe-rka nabt-la kːʷaˤʡ leb	hand.PL.OBL-INTER-ABL:DOWN oil-GEN smell COP.EXST:N(3)	‘My hands smell of gasoline.’	Not included in the database because Y is expressed as an NP-internal modifier.		‘Мои руки пахнут бензином. (lit. Из моих рук есть запах бензина)’		
109	68	četːe ka-b-uq-i / ka-ulq-i	NOM	LOC.ABL.DOWN	Y	NOM_LOC.ABL.DOWN	durħaˤ xːun-ne-rka četːe ka-uq-un	boy road-LOC-ABL.DOWN across DOWN-(M)move.PFV-PRET(3)	‘The boy crossed the road.’			‘Мальчик пересек дорогу.’		
109	69	dalaj b-elč'-i / b-uč'-i	ERG	NOM	TR	TR	durħaˤ-li dalaj b-elč'-un	boy-ERG song N-read.PFV-PRET(3)	‘The boy sang a song.’			‘Мальчик спел песню.’		
109	70	b-elk'-i / luk'-i	ERG	NOM	TR	TR	durħaˤ-li kaʁar b-elk'-un	boy-ERG letter N-write.PFV-PRET(3)	‘The boy wrote a letter.’			‘Мальчик написал письмо.’		
109	71	b-erčː-i / b-učː-i	ERG	NOM	TR	TR	durħaˤ-li nig d-erčːib	boy-ERG milk NPL-drink.PFV-PRET(3)	‘The boy drank the milk.’	Co-exists with an antipassive (NOM_INST) pattern.		‘Мальчик выпил молоко.’		
109	72	b-ac'-i	ERG	NOM	TR	TR	durħaˤ-li ʁurʁašin b-ac'-ib	boy-ERG lead N-melt.PFV(CAUS)-PRET(3)	‘The boy melted a piece of lead.’			‘Мальчик расплавил кусок свинца.’		
